hour_of_day,day_of_week,subject,opens,clicks,ctr
12,2,Your weekly newsletter,21939,2833,0.12913077168512693
5,3,Summer sale starts now!,15620,3317,0.21235595390524967
6,5,Summer sale starts now!,483,483,1.0
14,0,New arrivals just for you,9694,3684,0.38002888384567773
13,2,Limited time offer: 65% off!,27007,664,0.02458621838782538
17,5,Limited time offer: 65% off!,37079,1747,0.04711561800480056
16,6,Don't miss out on these fantastic deals,4034,2631,0.6522062469013387
2,2,Don't miss out on these fantastic deals,25220,4790,0.18992862807295796
18,6,New arrivals just for you,27216,3975,0.14605379188712522
19,6,Your weekly newsletter,27292,1025,0.037556793199472374
21,3,Limited time offer: 65% off!,24945,3315,0.13289236319903788
20,2,Summer sale starts now!,26031,684,0.026276362798202144
18,5,Don't miss out on these fantastic deals,48626,598,0.012297947600049356
6,0,Limited time offer: 65% off!,16111,418,0.025945006517286325
19,3,Your weekly newsletter,30653,570,0.018595243532443805
1,5,Limited time offer: 65% off!,14611,545,0.03730066388337554
21,3,Limited time offer: 65% off!,8971,2419,0.269646639170661
12,0,Your weekly newsletter,2581,2581,1.0
14,1,Summer sale starts now!,15488,1770,0.11428202479338843
12,5,Your weekly newsletter,37032,1547,0.041774681356664504
18,6,Summer sale starts now!,21515,1493,0.06939344643272136
10,6,Don't miss out on these fantastic deals,9313,3392,0.36422205519166756
7,3,Summer sale starts now!,1827,1827,1.0
19,1,Your weekly newsletter,7329,208,0.028380406603902307
1,2,Don't miss out on these fantastic deals,3042,1646,0.5410913872452334
17,0,Limited time offer: 65% off!,7873,2413,0.306490537279309
16,4,Summer sale starts now!,5200,2738,0.5265384615384615
11,2,Don't miss out on these fantastic deals,1052,1052,1.0
13,3,Don't miss out on these fantastic deals,1246,1246,1.0
0,2,Limited time offer: 65% off!,48657,3165,0.06504716690301499
18,0,Limited time offer: 65% off!,30621,3869,0.1263511968910225
0,5,Summer sale starts now!,26964,13,0.0004821243139000148
8,4,Summer sale starts now!,16743,3333,0.19906826733560293
2,0,New arrivals just for you,8424,2742,0.32549857549857547
0,2,New arrivals just for you,4921,2446,0.4970534444218655
14,5,New arrivals just for you,6878,2805,0.40782204129107297
11,1,Your weekly newsletter,5414,4582,0.8463243442925749
18,1,Your weekly newsletter,196,196,1.0
20,5,Summer sale starts now!,29000,2957,0.10196551724137931
18,1,New arrivals just for you,24944,4372,0.17527261064785118
9,5,Don't miss out on these fantastic deals,3812,163,0.04275970619097587
14,0,Limited time offer: 65% off!,2636,2636,1.0
23,6,Summer sale starts now!,24015,1685,0.07016448053300021
22,4,Limited time offer: 65% off!,42536,2976,0.06996426556328757
11,4,Don't miss out on these fantastic deals,1842,1842,1.0
3,4,Summer sale starts now!,44039,4390,0.0996843706714503
1,0,Limited time offer: 65% off!,9513,3106,0.3265005781562073
15,3,Your weekly newsletter,39769,2595,0.06525182931429002
1,4,Limited time offer: 65% off!,17743,4890,0.2756016457194386
1,4,Summer sale starts now!,40937,3739,0.09133546669272297
17,2,Don't miss out on these fantastic deals,17553,1501,0.08551244801458441
17,1,Limited time offer: 65% off!,12080,4830,0.39983443708609273
8,2,New arrivals just for you,4168,742,0.17802303262955854
3,6,Limited time offer: 65% off!,23154,2586,0.11168696553511272
18,4,Limited time offer: 65% off!,47603,966,0.020292838686637397
3,5,Limited time offer: 65% off!,15860,4608,0.2905422446406053
13,5,Summer sale starts now!,30365,2980,0.0981393051210275
8,3,Limited time offer: 65% off!,21513,403,0.0187328592014131
1,0,Your weekly newsletter,19829,1897,0.09566796106712391
11,3,Summer sale starts now!,17791,4560,0.2563093699061323
10,0,Don't miss out on these fantastic deals,35156,1114,0.03168733644328137
4,5,Your weekly newsletter,13117,4310,0.328581230464283
16,5,Don't miss out on these fantastic deals,27978,3693,0.1319965687325756
13,1,Your weekly newsletter,15418,4682,0.3036710338565313
12,5,Limited time offer: 65% off!,9490,4179,0.44035827186512116
3,0,Your weekly newsletter,38626,3470,0.08983586185470926
14,4,Your weekly newsletter,37448,1269,0.033886989959410384
23,3,Summer sale starts now!,41798,3214,0.07689363127422365
16,5,New arrivals just for you,12313,3450,0.28019166734345813
11,5,Don't miss out on these fantastic deals,2029,2029,1.0
12,0,Summer sale starts now!,30417,3594,0.11815760923167966
4,2,Summer sale starts now!,28431,1704,0.05993457845309697
9,0,Limited time offer: 65% off!,49507,3733,0.07540347829599854
22,2,New arrivals just for you,10725,1359,0.12671328671328672
5,4,Your weekly newsletter,18674,3584,0.19192460104958767
23,5,Limited time offer: 65% off!,39566,2924,0.07390183490876005
13,3,New arrivals just for you,42527,165,0.003879888071107767
18,6,New arrivals just for you,17699,1767,0.09983614893496807
9,1,Limited time offer: 65% off!,8484,610,0.0719000471475719
17,4,Your weekly newsletter,5487,3858,0.7031164570803717
15,6,Limited time offer: 65% off!,20689,2001,0.0967180627386534
18,1,New arrivals just for you,5357,3797,0.7087922344595856
10,4,Summer sale starts now!,4609,4609,1.0
1,2,Your weekly newsletter,7820,4169,0.5331202046035806
13,5,New arrivals just for you,2416,1869,0.7735927152317881
18,5,Summer sale starts now!,3501,1178,0.3364752927734933
1,2,Summer sale starts now!,9064,4246,0.4684466019417476
23,4,Don't miss out on these fantastic deals,23260,4216,0.1812553740326741
18,6,Summer sale starts now!,1519,1519,1.0
10,6,Your weekly newsletter,14989,1929,0.12869437587564214
15,0,Summer sale starts now!,25072,4018,0.16025845564773453
11,6,Your weekly newsletter,18197,3769,0.20712205308567347
23,1,Your weekly newsletter,23793,1207,0.05072920606901189
2,2,New arrivals just for you,4610,4370,0.9479392624728851
5,5,Don't miss out on these fantastic deals,29240,1888,0.06456908344733242
11,5,Don't miss out on these fantastic deals,9922,4572,0.46079419471880667
8,2,Limited time offer: 65% off!,17530,3485,0.19880205362236167
5,0,Limited time offer: 65% off!,5617,1250,0.22253872173758235
8,1,Limited time offer: 65% off!,39644,4979,0.12559277570376348
5,4,Summer sale starts now!,23995,2102,0.08760158366326318
14,4,Your weekly newsletter,15079,2249,0.14914782147357253
13,1,Don't miss out on these fantastic deals,42386,4935,0.11642995328646251
13,3,New arrivals just for you,30759,1032,0.03355115575928996
13,0,Your weekly newsletter,15914,3083,0.19372879225838885
18,3,Limited time offer: 65% off!,12950,4562,0.3522779922779923
19,4,Your weekly newsletter,4506,845,0.1875277407900577
16,0,Don't miss out on these fantastic deals,42878,2382,0.055552964224077614
7,4,New arrivals just for you,39357,2272,0.05772797723403715
12,5,New arrivals just for you,45657,2201,0.04820728475370699
15,2,New arrivals just for you,20328,3941,0.19387052341597796
19,5,Summer sale starts now!,5211,891,0.17098445595854922
7,5,Summer sale starts now!,1112,1112,1.0
17,2,Your weekly newsletter,22055,1810,0.08206755837678531
13,4,Don't miss out on these fantastic deals,1865,1865,1.0
14,6,Summer sale starts now!,10786,1739,0.16122751715186354
12,3,Limited time offer: 65% off!,576,576,1.0
10,6,New arrivals just for you,10347,4478,0.43278244901903934
7,4,Your weekly newsletter,27442,2501,0.09113767218132789
10,3,New arrivals just for you,13510,992,0.07342709104367136
8,4,New arrivals just for you,5293,2839,0.5363687889665596
19,5,Your weekly newsletter,2740,29,0.010583941605839416
6,5,New arrivals just for you,7862,4812,0.6120580005087763
20,6,Your weekly newsletter,48591,2079,0.042785701055751066
12,4,New arrivals just for you,26660,1226,0.04598649662415604
3,1,Don't miss out on these fantastic deals,25147,3549,0.14113015469042034
14,3,Don't miss out on these fantastic deals,28877,4284,0.14835336080617792
23,5,Don't miss out on these fantastic deals,25236,2977,0.11796639721033444
18,3,Limited time offer: 65% off!,17183,2109,0.12273758947797242
23,4,Limited time offer: 65% off!,17044,1211,0.07105139638582493
17,0,Don't miss out on these fantastic deals,3068,577,0.18807040417209908
5,0,New arrivals just for you,22547,3752,0.166407947842285
21,4,Don't miss out on these fantastic deals,13623,1591,0.11678778536298906
2,1,Don't miss out on these fantastic deals,15254,4532,0.29710239937065686
5,4,Your weekly newsletter,14178,3275,0.23099167724643815
4,2,New arrivals just for you,30464,4430,0.14541754201680673
0,4,New arrivals just for you,13307,664,0.04989854963553017
5,4,Your weekly newsletter,16645,1325,0.07960348452988886
23,1,New arrivals just for you,34973,4043,0.11560346553055215
12,1,Summer sale starts now!,8287,2679,0.3232774224689272
4,5,New arrivals just for you,32718,1516,0.046335350571550825
21,5,Don't miss out on these fantastic deals,27019,4535,0.16784484992042636
23,3,New arrivals just for you,21951,418,0.019042412646348685
15,6,New arrivals just for you,34047,3331,0.09783534525802567
7,4,Summer sale starts now!,16869,1070,0.0634299602821744
4,2,Don't miss out on these fantastic deals,12654,2665,0.21060534218428956
6,1,New arrivals just for you,14339,4521,0.3152939535532464
23,2,New arrivals just for you,18304,2187,0.11948208041958042
9,2,Limited time offer: 65% off!,25310,2500,0.09877518767285658
22,5,Limited time offer: 65% off!,2164,2164,1.0
2,3,Don't miss out on these fantastic deals,9287,1911,0.20577150856035317
9,3,Summer sale starts now!,2779,2779,1.0
6,1,Don't miss out on these fantastic deals,10228,3003,0.293605788032851
1,1,Your weekly newsletter,20432,1117,0.05466914643696163
15,3,Summer sale starts now!,16759,3179,0.18968912226266485
16,1,Limited time offer: 65% off!,22272,1175,0.05275682471264368
23,3,Limited time offer: 65% off!,26539,4058,0.15290704246580505
18,1,Summer sale starts now!,5589,1743,0.31186258722490606
19,4,Your weekly newsletter,20752,2820,0.1358905165767155
17,2,New arrivals just for you,15652,157,0.010030667007411193
14,3,New arrivals just for you,15313,3703,0.24182067524325737
13,5,New arrivals just for you,41480,3797,0.0915380906460945
22,0,Your weekly newsletter,1062,1062,1.0
6,6,Limited time offer: 65% off!,15702,2385,0.1518914787925105
13,3,New arrivals just for you,13521,2383,0.1762443606242142
3,2,New arrivals just for you,19130,1091,0.05703084161003659
18,3,Summer sale starts now!,4639,43,0.009269239060142272
9,4,New arrivals just for you,38780,320,0.008251676121712223
18,3,Don't miss out on these fantastic deals,44241,1606,0.03630116859926313
16,3,Your weekly newsletter,9035,4164,0.46087437742114
1,5,New arrivals just for you,17448,4129,0.23664603392939018
17,5,Limited time offer: 65% off!,6023,3964,0.6581437821683547
13,2,Summer sale starts now!,24721,3445,0.13935520407750496
22,0,Don't miss out on these fantastic deals,7078,1192,0.16840915512856738
12,5,Your weekly newsletter,20465,3770,0.18421695577815783
12,0,Don't miss out on these fantastic deals,47483,3617,0.07617463092053998
22,2,Don't miss out on these fantastic deals,22030,2296,0.10422151611438947
3,4,Summer sale starts now!,28296,2724,0.09626802374893978
3,3,Summer sale starts now!,12630,2520,0.1995249406175772
17,0,Summer sale starts now!,28344,2636,0.09300028224668361
17,1,New arrivals just for you,5408,1748,0.32322485207100593
18,6,New arrivals just for you,30344,73,0.002405747429475349
18,3,Limited time offer: 65% off!,24452,2697,0.11029772615736955
15,2,Don't miss out on these fantastic deals,3330,2811,0.8441441441441442
4,5,Summer sale starts now!,8724,4238,0.48578633654287023
22,6,New arrivals just for you,43651,4183,0.09582827426633983
8,3,Your weekly newsletter,17091,4466,0.26130712070680473
18,2,Limited time offer: 65% off!,1427,1427,1.0
17,5,New arrivals just for you,554,554,1.0
9,2,New arrivals just for you,22652,3299,0.14563835422920712
23,3,Summer sale starts now!,14493,2421,0.16704616021527635
16,1,Summer sale starts now!,18742,2172,0.11588944616369651
8,4,Summer sale starts now!,5486,1053,0.19194312796208532
16,1,Summer sale starts now!,4539,1906,0.41991628111918927
22,5,Don't miss out on these fantastic deals,35234,4043,0.11474711925980587
15,5,Don't miss out on these fantastic deals,14502,3938,0.2715487518962902
1,1,Limited time offer: 65% off!,15664,1737,0.11089121552604699
9,6,Your weekly newsletter,32368,4717,0.14573035096391498
17,1,Your weekly newsletter,18025,3559,0.19744798890429957
4,0,Don't miss out on these fantastic deals,15789,2078,0.13161061498511623
17,1,Your weekly newsletter,3092,2701,0.8735446313065977
1,3,Limited time offer: 65% off!,21166,4292,0.2027780402532363
15,3,Your weekly newsletter,445,445,1.0
15,5,Don't miss out on these fantastic deals,209,209,1.0
12,4,Limited time offer: 65% off!,8907,4763,0.5347479510497362
13,0,Don't miss out on these fantastic deals,12541,1197,0.09544693405629535
10,4,Limited time offer: 65% off!,12730,1426,0.11201885310290652
0,0,Summer sale starts now!,27777,1872,0.06739388702883681
18,4,Your weekly newsletter,15301,4559,0.2979543820665316
3,1,Don't miss out on these fantastic deals,28263,1396,0.0493931995895694
0,2,New arrivals just for you,22220,4086,0.1838883888388839
11,2,Your weekly newsletter,8638,1635,0.18927992590877518
23,3,New arrivals just for you,25362,3717,0.14655784244144784
9,1,Summer sale starts now!,41869,4154,0.09921421576822947
3,1,Don't miss out on these fantastic deals,2923,1914,0.6548067054396168
5,6,Your weekly newsletter,7062,4536,0.6423109600679694
21,6,Your weekly newsletter,24086,2399,0.09960142821556091
16,6,Your weekly newsletter,5932,1532,0.25826028320971006
0,2,Summer sale starts now!,12310,4028,0.3272136474411048
10,4,Your weekly newsletter,4328,1391,0.3213955637707948
10,2,New arrivals just for you,32883,2588,0.07870328133077882
18,6,Summer sale starts now!,48747,2396,0.049151742671343875
19,4,Limited time offer: 65% off!,10239,3243,0.31673014942865513
14,2,Don't miss out on these fantastic deals,44785,1670,0.03728927096125935
20,6,Limited time offer: 65% off!,14175,4920,0.3470899470899471
23,3,Your weekly newsletter,37192,2445,0.0657399440739944
11,1,Summer sale starts now!,46507,824,0.01771776291741028
7,5,New arrivals just for you,18716,2201,0.1175999145116478
4,1,Don't miss out on these fantastic deals,8364,3459,0.413558106169297
21,3,Limited time offer: 65% off!,5508,3149,0.5717138707334786
18,5,New arrivals just for you,42081,553,0.013141322687198498
8,2,Limited time offer: 65% off!,34961,3688,0.10548897342753354
8,1,Summer sale starts now!,19105,3697,0.19350955247317456
20,3,Don't miss out on these fantastic deals,3304,2230,0.6749394673123487
7,1,Your weekly newsletter,19195,3953,0.2059390466267257
19,6,Your weekly newsletter,42591,2405,0.056467328778380406
0,0,Don't miss out on these fantastic deals,31019,1556,0.05016280344305103
13,5,Summer sale starts now!,5552,4376,0.7881844380403458
3,4,Don't miss out on these fantastic deals,18069,4500,0.2490453262493774
7,4,Limited time offer: 65% off!,38728,4265,0.11012703986779591
10,4,Don't miss out on these fantastic deals,15458,3369,0.21794540043990168
9,6,Don't miss out on these fantastic deals,36429,1857,0.050975870872107386
11,0,Summer sale starts now!,49558,1446,0.029177932927075347
8,1,Your weekly newsletter,14005,3030,0.21635130310603357
1,5,Summer sale starts now!,18703,3560,0.19034379511308347
8,0,Limited time offer: 65% off!,14283,2012,0.14086676468529022
11,5,Summer sale starts now!,22530,1475,0.06546826453617399
12,2,Don't miss out on these fantastic deals,30279,4175,0.13788434228343077
14,0,Limited time offer: 65% off!,9179,2592,0.28238370192831463
11,5,Your weekly newsletter,11918,1804,0.15136767914079544
23,1,Don't miss out on these fantastic deals,8885,3788,0.42633652222847496
19,5,Limited time offer: 65% off!,23623,1650,0.06984718283029251
18,3,Summer sale starts now!,11035,216,0.019574082464884457
22,3,New arrivals just for you,2253,1917,0.8508655126498003
15,3,Your weekly newsletter,18955,2187,0.11537852809285148
0,3,Don't miss out on these fantastic deals,3053,2279,0.7464788732394366
17,2,Summer sale starts now!,24886,1368,0.05497066623804549
3,5,Your weekly newsletter,5330,949,0.17804878048780487
4,4,Your weekly newsletter,19455,1185,0.06090979182729375
11,1,Don't miss out on these fantastic deals,12380,2468,0.19935379644588044
17,1,Your weekly newsletter,43536,4535,0.10416666666666667
5,4,Don't miss out on these fantastic deals,13568,3838,0.28287146226415094
22,4,New arrivals just for you,11145,4990,0.4477344100493495
15,1,Don't miss out on these fantastic deals,5822,2920,0.5015458605290278
22,1,Don't miss out on these fantastic deals,22211,518,0.023321777497636306
18,4,Limited time offer: 65% off!,21899,3552,0.16219918717749668
0,6,Limited time offer: 65% off!,49259,2199,0.04464158833918675
4,1,Don't miss out on these fantastic deals,33183,2981,0.08983515655606787
15,0,Summer sale starts now!,28655,256,0.008933868434828128
19,0,Limited time offer: 65% off!,3544,1891,0.5335778781038375
14,3,New arrivals just for you,11322,2664,0.23529411764705882
13,5,Limited time offer: 65% off!,4455,4160,0.9337822671156004
17,5,Summer sale starts now!,3218,3218,1.0
21,0,Limited time offer: 65% off!,15055,134,0.008900697442710064
20,5,Summer sale starts now!,30545,3583,0.11730234080864299
5,0,Don't miss out on these fantastic deals,21983,4762,0.21662193513169267
6,0,New arrivals just for you,21293,1231,0.05781242661907669
13,2,Your weekly newsletter,46949,4603,0.0980425568169716
5,0,Limited time offer: 65% off!,13117,4384,0.3342227643516048
7,2,Don't miss out on these fantastic deals,12418,2774,0.2233854082783057
5,3,Don't miss out on these fantastic deals,48608,2460,0.05060895325872285
18,2,Summer sale starts now!,29651,1030,0.03473744561734849
4,3,New arrivals just for you,34187,508,0.014859449498347325
17,1,Don't miss out on these fantastic deals,2677,2677,1.0
18,4,Your weekly newsletter,47043,1137,0.024169376953000445
5,4,Limited time offer: 65% off!,39170,3222,0.08225682920602502
14,0,Your weekly newsletter,30915,2712,0.08772440562833576
20,4,Limited time offer: 65% off!,45291,1615,0.035658298558212446
22,2,Summer sale starts now!,9168,837,0.09129581151832461
22,0,Limited time offer: 65% off!,1929,1929,1.0
13,5,Summer sale starts now!,36514,4239,0.11609245768746235
17,3,Your weekly newsletter,43570,1689,0.03876520541657104
17,1,Your weekly newsletter,47829,4243,0.08871186936795668
18,0,Your weekly newsletter,16438,242,0.014721985643022266
14,3,New arrivals just for you,11166,126,0.011284255776464266
6,5,Limited time offer: 65% off!,25502,4190,0.1643008391498706
10,6,Don't miss out on these fantastic deals,28446,4388,0.1542571890599733
19,4,Your weekly newsletter,30476,4269,0.1400774379839874
12,4,Your weekly newsletter,15088,1887,0.12506627783669141
12,3,Don't miss out on these fantastic deals,24525,1523,0.06209989806320081
3,3,Don't miss out on these fantastic deals,11079,597,0.05388572975900352
5,5,Limited time offer: 65% off!,33413,4547,0.1360847574297429
7,2,Don't miss out on these fantastic deals,8043,4263,0.5300261096605744
6,3,Don't miss out on these fantastic deals,20902,3303,0.1580231556788824
1,1,Summer sale starts now!,8358,57,0.0068198133524766695
12,2,Your weekly newsletter,16546,4917,0.297171521817962
15,6,New arrivals just for you,13844,38,0.0027448714244438024
4,3,Limited time offer: 65% off!,25202,1878,0.07451789540512657
17,0,Your weekly newsletter,31929,258,0.008080428450624825
10,4,New arrivals just for you,4388,375,0.08546034639927073
16,6,Don't miss out on these fantastic deals,416,416,1.0
0,0,Limited time offer: 65% off!,21905,3561,0.16256562428669252
12,4,Summer sale starts now!,40130,2271,0.056591078993271864
17,5,Summer sale starts now!,2478,573,0.23123486682808717
20,0,Limited time offer: 65% off!,18091,1144,0.06323586313636614
3,3,Don't miss out on these fantastic deals,37609,1594,0.04238347204126672
14,5,New arrivals just for you,30396,2824,0.09290696144229504
15,0,New arrivals just for you,13556,2905,0.21429625258188256
3,4,New arrivals just for you,42272,436,0.010314155942467828
4,5,Summer sale starts now!,10195,1317,0.12918097106424717
18,3,New arrivals just for you,18185,1317,0.07242232609293374
3,5,Don't miss out on these fantastic deals,29763,4924,0.16544031179652588
21,4,Your weekly newsletter,10905,909,0.08335625859697386
23,5,Your weekly newsletter,13429,990,0.0737210514558046
4,1,New arrivals just for you,15945,4824,0.30253998118532455
12,3,New arrivals just for you,36458,4586,0.12578857863843326
10,0,Don't miss out on these fantastic deals,41131,3390,0.08241958620018963
21,3,Don't miss out on these fantastic deals,4878,4445,0.9112341123411234
23,3,Don't miss out on these fantastic deals,1394,1394,1.0
10,2,Your weekly newsletter,48800,3994,0.08184426229508197
9,1,Limited time offer: 65% off!,16838,4008,0.23803302054875877
2,6,Limited time offer: 65% off!,7792,1912,0.24537987679671458
5,1,Summer sale starts now!,2746,2746,1.0
0,0,New arrivals just for you,25300,3199,0.12644268774703557
1,4,Your weekly newsletter,29441,3498,0.1188138989844095
7,3,Limited time offer: 65% off!,8659,2771,0.32001385841321167
23,1,Limited time offer: 65% off!,27297,785,0.028757738945671685
10,6,New arrivals just for you,5479,4424,0.8074466143456835
19,4,New arrivals just for you,4017,383,0.09534478466517302
13,4,Summer sale starts now!,34307,4384,0.12778733203136386
23,5,Your weekly newsletter,181,181,1.0
11,0,Summer sale starts now!,19785,3396,0.17164518574677787
21,0,Limited time offer: 65% off!,45116,964,0.021367142477169962
7,2,Your weekly newsletter,10102,1425,0.14106117600475154
14,3,New arrivals just for you,25156,704,0.027985371283192877
18,5,Summer sale starts now!,15489,3022,0.1951062044031248
19,1,Summer sale starts now!,6710,1298,0.19344262295081968
2,6,Your weekly newsletter,10341,1056,0.10211778357992457
20,5,Don't miss out on these fantastic deals,37005,1684,0.04550736386974733
17,6,Don't miss out on these fantastic deals,9214,2094,0.22726286086390277
21,5,Don't miss out on these fantastic deals,37826,2061,0.05448633215248771
20,0,Summer sale starts now!,31956,591,0.01849417949680811
17,3,Limited time offer: 65% off!,35500,2980,0.08394366197183098
5,1,Your weekly newsletter,47406,4292,0.09053706281905244
5,5,New arrivals just for you,4290,3728,0.868997668997669
7,2,Limited time offer: 65% off!,24707,4472,0.18100133565386328
5,2,Summer sale starts now!,15545,3279,0.21093599228047605
9,6,Summer sale starts now!,2274,529,0.2326297273526825
9,2,Limited time offer: 65% off!,39312,4208,0.10704110704110704
23,2,Your weekly newsletter,31059,2509,0.08078173798254934
2,5,New arrivals just for you,46476,4040,0.08692658576469575
16,3,Limited time offer: 65% off!,38813,3726,0.09599876330095587
16,1,Summer sale starts now!,28111,1440,0.051225498915015474
0,4,Summer sale starts now!,5473,3697,0.6754978987758086
14,3,Summer sale starts now!,6838,2708,0.3960222287218485
0,1,Summer sale starts now!,30951,622,0.020096281218700527
21,6,Don't miss out on these fantastic deals,23312,587,0.02518016472203157
5,6,New arrivals just for you,17121,4398,0.25687751883651655
3,2,New arrivals just for you,10591,3991,0.37682938343876876
19,4,Don't miss out on these fantastic deals,7423,2935,0.3953926983699313
23,5,Your weekly newsletter,42987,3115,0.07246376811594203
12,5,Limited time offer: 65% off!,47082,2170,0.046089800773119236
3,6,Limited time offer: 65% off!,7010,947,0.13509272467902997
12,4,New arrivals just for you,16200,1503,0.09277777777777778
9,0,Your weekly newsletter,15441,429,0.027783174664853312
10,4,Your weekly newsletter,9311,2183,0.23445387176457952
0,2,Don't miss out on these fantastic deals,7723,2081,0.26945487504855625
4,4,Limited time offer: 65% off!,29407,2686,0.09133879688509539
0,1,Limited time offer: 65% off!,37566,1592,0.04237874673907257
17,4,Summer sale starts now!,44931,3160,0.07033006165008569
0,1,Limited time offer: 65% off!,8083,3043,0.3764691327477422
21,3,Summer sale starts now!,31953,836,0.026163427534190844
21,5,Don't miss out on these fantastic deals,37750,340,0.009006622516556291
10,6,Your weekly newsletter,40295,3307,0.08206973569921827
8,2,Your weekly newsletter,42476,627,0.014761276956398908
18,1,New arrivals just for you,25000,4669,0.18676
12,4,Your weekly newsletter,11822,1064,0.09000169176112333
14,4,Limited time offer: 65% off!,19057,2160,0.11334417799233877
7,6,Limited time offer: 65% off!,47418,401,0.008456704205154162
13,6,Limited time offer: 65% off!,8499,3022,0.35557124367572657
16,2,Limited time offer: 65% off!,32758,3224,0.09841870688076196
9,5,Your weekly newsletter,2728,1846,0.6766862170087976
18,0,Don't miss out on these fantastic deals,23437,571,0.024363186414643512
6,3,Your weekly newsletter,8000,1514,0.18925
14,6,Limited time offer: 65% off!,31914,1395,0.0437112239142696
22,0,New arrivals just for you,43822,3703,0.08450093560312172
5,6,Limited time offer: 65% off!,46369,2546,0.054907373460717286
12,0,Limited time offer: 65% off!,15538,578,0.037199124726477024
19,6,Limited time offer: 65% off!,15421,4650,0.3015368653135335
23,6,Your weekly newsletter,29473,3460,0.11739558239744852
6,3,New arrivals just for you,15284,908,0.05940853179795865
17,3,Don't miss out on these fantastic deals,14694,3019,0.2054580100721383
0,0,New arrivals just for you,10299,1675,0.16263714923779007
9,4,Limited time offer: 65% off!,6192,4864,0.7855297157622739
8,3,Limited time offer: 65% off!,1127,1052,0.9334516415261757
1,4,New arrivals just for you,38707,3148,0.08132895858630222
8,1,Your weekly newsletter,24493,4879,0.19919977136324665
19,2,New arrivals just for you,10283,4163,0.4048429446659535
23,1,Limited time offer: 65% off!,28736,3998,0.13912861915367483
5,2,Limited time offer: 65% off!,15821,402,0.02540926616522344
23,5,Limited time offer: 65% off!,11169,4508,0.40361715462440684
4,2,New arrivals just for you,15699,3502,0.22307153321867634
9,0,Don't miss out on these fantastic deals,14793,4675,0.31602785101061315
9,0,Your weekly newsletter,21341,3587,0.16808022117051685
4,1,Don't miss out on these fantastic deals,3462,680,0.19641825534373195
21,0,Your weekly newsletter,20238,1841,0.09096748690582074
4,0,Limited time offer: 65% off!,40650,2517,0.06191881918819188
14,6,Your weekly newsletter,44533,222,0.004985067253497406
22,2,Your weekly newsletter,3765,3696,0.9816733067729083
5,0,Don't miss out on these fantastic deals,5451,1950,0.3577325261419923
13,6,Summer sale starts now!,31012,3081,0.0993486392364246
22,6,Don't miss out on these fantastic deals,38132,1710,0.04484422532256373
22,3,Limited time offer: 65% off!,5418,132,0.024363233665559248
2,2,Your weekly newsletter,17397,45,0.002586652871184687
16,6,Summer sale starts now!,6808,2247,0.33005287896592245
2,5,Don't miss out on these fantastic deals,10035,4938,0.4920777279521674
16,1,Summer sale starts now!,14893,2146,0.14409454105955818
18,4,New arrivals just for you,49326,2359,0.04782467664112233
5,4,Limited time offer: 65% off!,46195,2387,0.051672258902478625
4,2,Summer sale starts now!,13993,430,0.03072965053955549
15,3,Summer sale starts now!,27031,3606,0.13340238984869224
10,2,New arrivals just for you,889,889,1.0
17,6,New arrivals just for you,12190,16,0.0013125512715340443
5,0,Limited time offer: 65% off!,22101,3037,0.13741459662458713
10,4,Summer sale starts now!,34478,1162,0.03370265096583328
20,0,Limited time offer: 65% off!,17214,603,0.03502962704775183
9,2,Limited time offer: 65% off!,11749,4816,0.4099072261469061
20,2,Don't miss out on these fantastic deals,43693,1434,0.03281990250154487
23,6,Your weekly newsletter,23366,1199,0.05131387486090901
16,2,Don't miss out on these fantastic deals,37139,572,0.015401599396860444
21,4,Limited time offer: 65% off!,5909,4194,0.7097647656117786
18,5,Limited time offer: 65% off!,25183,2503,0.09939244728586745
20,5,Don't miss out on these fantastic deals,35549,2870,0.0807336352640018
14,1,Your weekly newsletter,5661,4916,0.8683978095742801
19,5,Don't miss out on these fantastic deals,14710,3980,0.27056424201223656
4,6,New arrivals just for you,25672,4003,0.1559286382050483
17,0,Don't miss out on these fantastic deals,46649,384,0.008231687710347489
21,3,Don't miss out on these fantastic deals,28928,1164,0.040237831858407076
19,4,Summer sale starts now!,25818,3308,0.1281276628708653
18,4,Limited time offer: 65% off!,45062,2551,0.05661089166037903
18,1,New arrivals just for you,3721,2578,0.6928245095404462
15,4,Limited time offer: 65% off!,4299,3642,0.8471737613398465
16,6,Your weekly newsletter,11017,1239,0.11246255786511755
1,0,New arrivals just for you,3928,3928,1.0
6,3,Your weekly newsletter,30705,1272,0.04142647777234978
21,0,Limited time offer: 65% off!,11741,2680,0.22825994378673026
6,0,New arrivals just for you,16302,1143,0.0701140964298859
9,3,Summer sale starts now!,20292,2739,0.1349793021880544
22,1,Summer sale starts now!,24260,439,0.01809563066776587
23,0,New arrivals just for you,18809,1516,0.0805997129033973
18,0,New arrivals just for you,30361,2689,0.08856757023813445
21,5,Limited time offer: 65% off!,5865,2856,0.48695652173913045
12,4,Don't miss out on these fantastic deals,29504,2344,0.07944685466377441
18,3,New arrivals just for you,16666,3562,0.21372854914196568
9,6,New arrivals just for you,39040,1596,0.040881147540983605
4,5,New arrivals just for you,11124,442,0.039733908665947504
9,4,Your weekly newsletter,40567,2677,0.06598959745606034
14,6,Limited time offer: 65% off!,25747,3995,0.15516370839321086
