send_time,subject,recipients,opens,clicks
2023-07-16 09:49:19,Summer sale starts now!,67112,23463,4031
2022-11-20 20:29:39,Don't miss out on these fantastic deals,62795,16555,2292
2023-03-02 20:05:05,Don't miss out on these fantastic deals,45757,3042,1594
2022-06-01 08:25:27,Summer sale starts now!,12437,12437,2262
2022-09-08 06:22:56,New arrivals just for you,77646,18052,3907
2022-11-06 13:33:08,Summer sale starts now!,61593,34292,4754
2022-08-12 06:39:52,Summer sale starts now!,8137,8137,4499
2023-03-12 00:15:54,Your weekly newsletter,89671,27293,1844
2023-10-16 00:21:50,Your weekly newsletter,5236,5236,142
2022-07-21 09:20:21,New arrivals just for you,8728,8728,4094
2023-02-14 09:30:29,Your weekly newsletter,68011,25982,666
2023-04-23 08:36:02,Summer sale starts now!,81518,44126,746
2023-06-26 09:11:32,Limited time offer: 65% off!,88906,32537,3797
2022-06-16 02:50:21,New arrivals just for you,33791,27140,2334
2023-03-06 22:53:38,Your weekly newsletter,20817,3961,1793
2022-01-01 19:37:33,New arrivals just for you,17429,742,742
2022-10-23 08:50:53,Don't miss out on these fantastic deals,54949,10950,4433
2023-08-22 08:33:37,Don't miss out on these fantastic deals,42038,14702,427
2023-10-15 09:30:27,New arrivals just for you,5479,2127,2127
2022-12-24 09:26:20,Don't miss out on these fantastic deals,24038,24038,2597
2022-02-24 01:13:50,Your weekly newsletter,79896,32477,3004
2022-07-12 08:47:20,Don't miss out on these fantastic deals,79292,34991,1217
2023-03-14 11:54:53,New arrivals just for you,23311,23311,1128
2022-04-09 14:46:20,Summer sale starts now!,87637,20276,462
2023-09-07 14:31:11,Your weekly newsletter,17521,17521,1101
2023-02-09 03:46:16,Summer sale starts now!,18521,10680,3015
2023-11-15 09:02:54,Summer sale starts now!,56067,24239,3075
2022-11-20 07:40:55,New arrivals just for you,48310,27878,905
2022-10-04 18:24:24,Summer sale starts now!,43119,16309,222
2022-11-03 02:45:39,Summer sale starts now!,39289,39289,4559
2022-05-21 08:56:41,New arrivals just for you,12563,12563,1230
2022-11-22 02:34:49,Your weekly newsletter,8941,8941,378
2023-02-16 17:51:07,Your weekly newsletter,21492,21492,2622
2023-03-14 01:36:31,New arrivals just for you,8990,8990,3546
2022-01-06 20:55:42,New arrivals just for you,81501,15176,587
2023-02-10 15:54:43,Summer sale starts now!,59738,14816,3150
2022-09-19 12:40:00,New arrivals just for you,74138,41945,1469
2023-08-17 05:49:20,Summer sale starts now!,64244,2839,2839
2022-11-05 01:28:01,Your weekly newsletter,16405,16405,849
2022-09-22 12:01:31,Don't miss out on these fantastic deals,24167,13137,4132
2023-11-23 16:42:30,Your weekly newsletter,96245,38837,390
2023-03-31 10:56:23,Don't miss out on these fantastic deals,12827,12827,1398
2022-02-04 00:06:48,Your weekly newsletter,54162,43734,3968
2022-07-18 02:22:37,Your weekly newsletter,87174,25865,4477
2022-07-17 07:56:30,New arrivals just for you,44119,25129,1557
2022-08-21 05:38:19,Your weekly newsletter,44543,25063,4328
2022-03-16 06:05:45,Your weekly newsletter,86965,28908,257
2022-10-26 00:19:12,Summer sale starts now!,16313,3854,3854
2022-06-15 10:20:25,Your weekly newsletter,75660,20712,2149
2022-06-15 18:05:45,Your weekly newsletter,74166,42071,1082
2023-01-09 04:52:41,Summer sale starts now!,8103,8103,3950
2023-10-07 14:57:11,New arrivals just for you,76774,19699,2326
2022-06-04 18:59:47,Limited time offer: 65% off!,68231,42220,535
2022-04-15 00:17:04,Limited time offer: 65% off!,77761,22978,1809
2022-02-01 11:54:04,Don't miss out on these fantastic deals,86562,9052,558
2022-09-30 05:42:50,Summer sale starts now!,53802,24550,2530
2023-08-13 22:25:42,Summer sale starts now!,19995,19995,2943
2022-10-15 15:45:07,Don't miss out on these fantastic deals,24180,7227,3331
2022-11-02 05:07:40,Don't miss out on these fantastic deals,30902,4547,843
2023-03-02 17:39:47,Don't miss out on these fantastic deals,1780,1780,1780
2023-07-22 19:33:33,Your weekly newsletter,92760,26690,3582
2023-07-01 13:21:45,Summer sale starts now!,70628,34667,4214
2023-10-09 00:11:44,Don't miss out on these fantastic deals,70825,42287,4130
2022-10-17 10:55:44,Don't miss out on these fantastic deals,74259,48622,854
2023-05-22 18:52:58,Limited time offer: 65% off!,66080,18177,4239
2023-02-14 03:25:35,Don't miss out on these fantastic deals,7040,7040,3402
2023-05-24 13:53:24,Limited time offer: 65% off!,18206,18206,206
2022-08-14 18:23:40,Don't miss out on these fantastic deals,62771,23496,700
2023-03-12 11:37:42,Summer sale starts now!,73601,39626,1714
2023-07-23 05:07:44,Don't miss out on these fantastic deals,92621,15022,4483
2022-07-17 20:02:18,Don't miss out on these fantastic deals,46115,12141,4025
2022-08-06 19:13:10,Don't miss out on these fantastic deals,50686,20747,3393
2023-12-03 23:35:29,New arrivals just for you,21097,21097,3345
2022-10-18 01:45:05,New arrivals just for you,88947,1263,1263
2022-09-01 01:14:18,New arrivals just for you,7889,7889,2146
2023-11-16 02:05:19,New arrivals just for you,75247,11570,2185
2022-02-21 21:37:22,New arrivals just for you,29196,3012,1791
2022-06-11 00:46:03,Limited time offer: 65% off!,49402,31445,3437
2022-10-01 16:51:23,New arrivals just for you,41792,39614,3240
2022-04-24 07:27:08,New arrivals just for you,34357,8507,874
2022-07-23 12:47:15,New arrivals just for you,17411,17411,1583
2023-12-05 12:49:32,New arrivals just for you,38891,21841,2446
2023-04-19 19:11:24,Don't miss out on these fantastic deals,87449,40444,4346
2023-08-16 22:39:23,Your weekly newsletter,56715,25616,2306
2023-07-25 09:22:53,Limited time offer: 65% off!,17356,17356,2055
2023-06-06 10:50:43,Limited time offer: 65% off!,71730,35517,2176
2023-04-18 03:48:10,Summer sale starts now!,36043,36043,1843
2022-07-20 16:33:32,Summer sale starts now!,77456,2912,2912
2023-04-10 21:47:26,Summer sale starts now!,63209,49538,4385
2022-06-20 15:11:54,Limited time offer: 65% off!,20707,20707,2334
2023-12-04 02:34:18,Your weekly newsletter,27524,27524,3984
2023-10-04 04:01:00,Your weekly newsletter,7145,7145,3002
2023-03-29 19:44:53,New arrivals just for you,73879,29751,4691
2022-08-03 16:55:00,Limited time offer: 65% off!,94351,46283,3534
2023-10-15 16:07:32,Don't miss out on these fantastic deals,69695,36104,3993
2022-12-26 00:57:35,Your weekly newsletter,83446,5926,2039
2022-05-12 01:25:45,Summer sale starts now!,27949,27949,1500
2023-09-07 07:05:33,Limited time offer: 65% off!,50478,29621,2563
2023-12-15 00:09:04,Your weekly newsletter,21942,3033,3033
2023-06-01 12:37:09,Your weekly newsletter,76874,10709,3167
2022-06-04 11:37:51,Your weekly newsletter,96197,18004,3580
2022-05-03 01:54:03,New arrivals just for you,32166,14735,1945
2023-08-03 04:27:01,New arrivals just for you,73238,22501,3564
2023-04-13 20:50:09,Summer sale starts now!,77364,10006,1750
2023-03-20 18:22:46,New arrivals just for you,45999,3879,3879
2023-10-04 02:06:46,Don't miss out on these fantastic deals,1068,1068,503
2022-10-17 06:44:17,Summer sale starts now!,2073,2073,937
2023-06-12 11:58:06,Don't miss out on these fantastic deals,18735,18735,4674
2023-11-14 23:10:23,Summer sale starts now!,22639,21458,3593
2022-12-24 23:16:55,Summer sale starts now!,2076,2076,2076
2022-10-31 20:39:21,New arrivals just for you,57024,6765,3917
2022-11-30 01:13:08,Limited time offer: 65% off!,51516,5579,1055
2023-06-08 10:35:08,New arrivals just for you,38111,38111,1561
2023-04-11 10:24:33,Limited time offer: 65% off!,59281,40123,1632
2023-01-08 21:10:32,Limited time offer: 65% off!,8163,457,457
2023-06-03 07:49:04,Your weekly newsletter,66707,8346,3826
2023-06-22 00:47:37,Don't miss out on these fantastic deals,93133,31952,3596
2023-09-11 16:03:22,Summer sale starts now!,85651,46541,2423
2023-01-30 15:33:27,Your weekly newsletter,60369,28817,2598
2023-04-28 18:16:51,Summer sale starts now!,46053,22893,3431
2022-03-15 13:49:03,New arrivals just for you,29341,29341,3561
2022-06-21 09:15:01,Don't miss out on these fantastic deals,30670,30670,328
2023-02-24 22:39:31,Limited time offer: 65% off!,18771,18771,3376
2022-01-15 05:41:49,Limited time offer: 65% off!,80438,7934,4067
2023-03-10 18:41:56,Summer sale starts now!,78227,16206,1673
2023-10-04 10:51:53,Limited time offer: 65% off!,1920,1920,1920
2022-09-06 02:53:14,Don't miss out on these fantastic deals,55565,8402,4648
2023-03-30 03:57:43,Summer sale starts now!,42567,16931,1570
2022-09-27 11:50:13,Don't miss out on these fantastic deals,25308,25308,2414
2022-01-29 15:26:00,New arrivals just for you,40771,25134,4736
2023-04-13 10:37:24,Don't miss out on these fantastic deals,49321,42253,2025
2022-10-24 11:46:12,Your weekly newsletter,66251,15762,3457
2022-08-04 15:40:13,Limited time offer: 65% off!,47850,39536,3175
2023-03-08 13:28:59,Limited time offer: 65% off!,28212,17645,2974
2023-08-24 18:10:51,Your weekly newsletter,44511,8721,1571
2023-09-15 03:06:20,Don't miss out on these fantastic deals,63074,48080,4341
2023-10-02 11:13:04,Don't miss out on these fantastic deals,28878,28878,2228
2022-07-03 06:15:30,Don't miss out on these fantastic deals,58388,46568,2047
2022-12-13 17:24:24,Your weekly newsletter,3835,3835,3835
2022-02-24 12:04:14,Limited time offer: 65% off!,47267,47267,2316
2023-09-08 03:03:51,New arrivals just for you,8721,8721,1215
2022-02-06 22:51:09,Summer sale starts now!,3959,3959,2215
2022-02-27 18:21:51,Don't miss out on these fantastic deals,54405,1232,1232
2023-03-12 02:37:13,Summer sale starts now!,59587,17131,1531
2022-11-10 09:31:20,New arrivals just for you,96885,39151,3061
2023-08-13 00:51:49,Limited time offer: 65% off!,69466,1644,1644
2022-04-27 14:06:53,Your weekly newsletter,77022,8684,2643
2023-05-02 13:12:28,Don't miss out on these fantastic deals,97494,18421,3613
2023-02-13 14:10:50,Limited time offer: 65% off!,97347,29717,4987
2022-10-11 02:59:21,Your weekly newsletter,28171,28171,1226
2023-10-13 22:23:52,Summer sale starts now!,21153,21153,1825
2023-07-06 02:56:07,Limited time offer: 65% off!,58490,37947,25
2022-04-22 22:25:21,Don't miss out on these fantastic deals,95279,8213,263
2022-04-26 07:44:36,Don't miss out on these fantastic deals,96104,39064,351
2022-07-31 16:56:32,New arrivals just for you,22876,22876,569
2023-11-28 13:10:22,New arrivals just for you,48277,26703,3202
2022-10-01 13:55:37,Summer sale starts now!,91942,44881,2520
2022-06-16 05:14:16,Your weekly newsletter,85810,24121,3063
2022-03-31 03:34:00,Your weekly newsletter,42754,6538,1807
2023-06-05 00:07:08,Summer sale starts now!,84755,10103,3899
2022-08-15 11:11:43,New arrivals just for you,81438,30671,3549
2022-11-05 22:53:13,New arrivals just for you,38077,11867,1021
2022-05-10 21:32:19,Limited time offer: 65% off!,44403,4366,4303
2023-12-07 13:57:37,New arrivals just for you,49475,16172,57
2023-12-10 17:33:58,Summer sale starts now!,12439,7615,335
2023-03-29 03:45:16,Limited time offer: 65% off!,56170,19855,4183
2023-04-17 05:13:23,Limited time offer: 65% off!,35988,35988,3707
2023-09-19 03:20:34,Limited time offer: 65% off!,43072,24847,4495
2022-12-26 03:25:23,Your weekly newsletter,87781,46016,3297
2022-09-09 20:50:31,Your weekly newsletter,97123,21515,4513
2022-04-26 20:17:03,Your weekly newsletter,75584,12679,1648
2023-12-23 14:00:22,Limited time offer: 65% off!,45858,5178,4285
2022-02-04 14:47:22,Your weekly newsletter,86289,37339,2291
2023-10-30 13:51:16,Your weekly newsletter,95959,14456,786
2022-02-24 22:30:38,Summer sale starts now!,3961,3961,789
2023-02-10 18:58:27,Limited time offer: 65% off!,93853,38833,4941
2022-06-22 23:09:08,Your weekly newsletter,58567,9719,2350
2022-05-20 23:46:55,Your weekly newsletter,76952,40585,1941
2022-04-01 05:35:51,Don't miss out on these fantastic deals,34100,5553,2790
2022-07-21 12:10:37,Your weekly newsletter,88795,47902,3953
2022-03-26 02:49:25,Your weekly newsletter,23783,7160,4256
2022-02-04 19:14:40,Don't miss out on these fantastic deals,28894,28894,2139
2022-01-08 09:25:32,New arrivals just for you,61365,1782,1782
2023-07-20 01:23:43,Summer sale starts now!,93696,34070,864
2023-11-06 21:10:21,Don't miss out on these fantastic deals,86485,22927,4366
2022-07-03 09:52:51,Summer sale starts now!,52802,21514,4687
2022-11-01 03:53:00,Summer sale starts now!,6782,6390,1728
2022-09-01 16:55:22,Your weekly newsletter,73998,8711,4312
2022-08-03 11:39:52,Limited time offer: 65% off!,29787,7623,692
2023-07-31 19:56:51,Limited time offer: 65% off!,97434,32840,2054
2023-06-08 22:29:36,New arrivals just for you,87999,27445,1417
2023-07-15 23:14:47,Your weekly newsletter,8537,8537,3633
2023-02-27 21:00:28,New arrivals just for you,24029,24029,4332
2023-12-08 03:27:51,Limited time offer: 65% off!,84044,40822,585
2022-10-26 03:58:01,New arrivals just for you,43457,43457,3021
2023-01-10 07:08:22,Your weekly newsletter,82424,47974,237
2022-09-15 22:00:06,Summer sale starts now!,45369,23472,4118
2022-03-27 08:53:24,Limited time offer: 65% off!,12698,12698,1542
2023-11-19 08:36:41,New arrivals just for you,30273,2046,32
2023-01-24 15:24:37,Summer sale starts now!,65581,2886,876
2022-05-09 17:03:50,New arrivals just for you,11988,11988,512
2023-06-02 15:32:00,Don't miss out on these fantastic deals,19624,19624,1289
2023-10-08 23:09:09,New arrivals just for you,1711,1711,1711
2022-04-10 04:14:46,Summer sale starts now!,57181,45575,4462
2022-12-10 21:13:26,Your weekly newsletter,70218,23997,1984
2023-07-02 09:44:51,Summer sale starts now!,65452,21754,1225
2022-03-20 17:24:18,Your weekly newsletter,71354,19002,2908
2022-05-08 20:50:27,Summer sale starts now!,83360,38518,3323
2022-05-03 14:28:26,Summer sale starts now!,95514,23772,2173
2022-09-17 15:29:15,Don't miss out on these fantastic deals,90356,1202,721
2022-07-18 05:20:27,Your weekly newsletter,73328,11290,1025
2023-08-20 20:05:05,Summer sale starts now!,15446,15446,2563
2022-08-28 18:34:14,Your weekly newsletter,54755,41476,3752
2023-02-02 21:30:30,New arrivals just for you,18484,18484,4690
2022-04-04 15:02:48,Don't miss out on these fantastic deals,57940,29234,791
2023-05-25 01:17:56,Your weekly newsletter,11515,11515,1080
2022-10-22 15:15:20,Your weekly newsletter,29192,14028,1543
2022-03-03 07:32:33,Your weekly newsletter,23420,23420,772
2023-10-12 02:42:08,Limited time offer: 65% off!,18325,11032,2730
2023-07-10 07:01:50,New arrivals just for you,93089,42201,3905
2023-04-08 16:16:35,Limited time offer: 65% off!,29083,10676,1829
2023-10-29 20:18:11,New arrivals just for you,51290,48059,4643
2022-02-15 19:55:08,Limited time offer: 65% off!,2922,2922,2922
2023-12-22 12:17:23,Don't miss out on these fantastic deals,30735,30735,3796
2023-04-21 04:09:15,Your weekly newsletter,48514,43086,753
2023-04-16 04:53:14,Limited time offer: 65% off!,21979,21979,2863
2022-04-03 15:56:22,Your weekly newsletter,62838,32998,2926
2022-07-24 12:06:57,Don't miss out on these fantastic deals,99221,46734,4292
2022-07-28 12:08:45,Your weekly newsletter,60049,19307,2304
2022-07-09 14:14:47,Summer sale starts now!,51859,39807,2597
2023-11-06 09:13:52,Don't miss out on these fantastic deals,83841,13640,1294
2023-09-26 20:17:58,Your weekly newsletter,32789,32789,1426
2023-11-02 02:47:23,Don't miss out on these fantastic deals,21528,21528,1882
2022-10-24 01:45:45,Your weekly newsletter,95953,41380,1178
2023-07-12 19:25:56,New arrivals just for you,94572,46520,125
2023-01-21 06:45:07,Limited time offer: 65% off!,33581,23508,2516
2023-01-09 03:48:36,Summer sale starts now!,51173,9855,2210
2022-07-08 18:44:05,Your weekly newsletter,29273,18778,3565
2023-10-12 16:02:46,Don't miss out on these fantastic deals,74940,18208,2362
2023-11-19 20:37:00,Limited time offer: 65% off!,4870,4870,1786
2023-06-08 03:07:59,Your weekly newsletter,38669,38669,2586
2023-05-28 17:30:30,New arrivals just for you,40519,22588,733
2022-09-15 20:07:48,Don't miss out on these fantastic deals,6602,6602,2955
2023-01-28 08:45:54,Limited time offer: 65% off!,84436,21322,4108
2022-11-11 08:57:22,Don't miss out on these fantastic deals,98945,32125,4862
2022-06-25 04:16:24,Your weekly newsletter,39916,27416,4493
2023-09-07 14:43:35,Summer sale starts now!,8681,8681,4134
2023-01-03 11:48:29,Your weekly newsletter,88865,2616,2616
2022-04-05 22:56:22,Summer sale starts now!,14457,14457,25
2023-12-07 20:11:31,New arrivals just for you,67650,29805,147
2022-08-30 17:08:06,Limited time offer: 65% off!,69021,16338,4746
2023-05-29 05:35:09,New arrivals just for you,39912,8473,2737
2022-05-26 21:07:40,Summer sale starts now!,55903,15938,3545
2023-11-11 05:07:16,Your weekly newsletter,17432,6211,1261
2022-01-07 02:32:42,New arrivals just for you,81242,9770,1356
2022-03-14 18:19:58,Limited time offer: 65% off!,14811,14811,1149
2023-01-22 01:53:02,Summer sale starts now!,26907,5516,1825
2023-09-20 20:08:23,Summer sale starts now!,44803,886,269
2022-09-15 12:09:17,Your weekly newsletter,3301,3301,2814
2023-09-21 23:39:05,Don't miss out on these fantastic deals,51345,18606,1737
2023-12-18 06:56:37,Summer sale starts now!,64325,48748,2685
2023-04-22 02:38:17,Summer sale starts now!,52161,48284,2625
2023-09-15 23:45:35,Summer sale starts now!,82622,13373,1416
2023-03-12 22:44:38,Summer sale starts now!,48531,30168,2823
2022-12-02 05:18:41,Summer sale starts now!,33308,19673,2350
2022-02-09 09:26:39,Limited time offer: 65% off!,43315,43315,3058
2023-04-21 21:57:55,Summer sale starts now!,46664,26833,2682
2022-11-04 22:33:29,New arrivals just for you,51569,22494,2620
2023-05-24 12:36:39,Limited time offer: 65% off!,11719,11719,3334
2023-05-10 11:00:29,Don't miss out on these fantastic deals,77018,9272,2449
2023-03-05 09:40:13,Summer sale starts now!,41795,10401,4132
2022-03-27 02:35:43,Limited time offer: 65% off!,81335,33194,291
2023-05-10 11:27:56,New arrivals just for you,78461,6856,4200
2023-08-14 17:47:40,Limited time offer: 65% off!,58354,33962,3846
2022-06-25 09:09:49,New arrivals just for you,93990,44965,3285
2023-01-06 12:51:58,Don't miss out on these fantastic deals,99986,15649,4421
2022-03-30 08:46:22,Limited time offer: 65% off!,56464,12783,3772
2022-12-02 11:49:13,Limited time offer: 65% off!,69112,18155,725
2023-03-04 00:47:32,Don't miss out on these fantastic deals,35749,23762,410
2023-10-29 09:07:08,Limited time offer: 65% off!,34814,4121,3632
2023-06-24 18:50:21,Limited time offer: 65% off!,60179,32237,308
2023-05-30 04:31:18,New arrivals just for you,47167,22246,875
2022-05-14 20:07:42,Don't miss out on these fantastic deals,75963,32024,712
2023-09-08 15:18:34,Limited time offer: 65% off!,53776,27755,1280
2023-05-31 04:10:10,New arrivals just for you,41401,35100,2549
2022-10-14 03:39:14,Summer sale starts now!,73796,33146,2544
2023-01-02 18:34:20,Summer sale starts now!,39166,13000,4639
2023-01-26 20:32:31,Summer sale starts now!,30618,8673,3672
2023-08-03 20:53:59,Don't miss out on these fantastic deals,98372,8168,938
2023-12-17 08:45:49,Summer sale starts now!,1524,1524,1524
2023-08-29 03:31:31,Limited time offer: 65% off!,74778,21428,3705
2023-02-13 03:51:32,Summer sale starts now!,48613,47596,1344
2023-08-02 05:33:45,Summer sale starts now!,32082,8567,4049
2022-12-26 15:35:03,Limited time offer: 65% off!,85952,26509,3865
2022-09-04 10:39:10,Don't miss out on these fantastic deals,85012,4517,3919
2023-11-30 14:19:44,Your weekly newsletter,5518,5518,328
2023-12-11 05:47:19,Your weekly newsletter,52960,26011,4725
2023-04-24 09:59:56,Don't miss out on these fantastic deals,33815,22119,631
2023-03-31 07:05:30,Summer sale starts now!,67987,9597,1560
2022-09-27 15:26:32,Summer sale starts now!,14189,14189,1339
2023-01-07 11:30:28,New arrivals just for you,34647,23379,49
2022-02-15 12:29:25,Your weekly newsletter,47107,41202,2125
2022-12-20 22:39:37,New arrivals just for you,54187,36522,3491
2023-11-07 14:24:39,New arrivals just for you,99765,11442,2781
2023-06-23 15:59:06,Summer sale starts now!,74577,18100,1724
2022-05-22 12:24:00,Summer sale starts now!,61689,25940,3056
2022-08-08 10:26:47,Limited time offer: 65% off!,77109,37647,1424
2022-10-15 21:34:08,Your weekly newsletter,28688,7671,4191
2022-08-28 12:47:38,New arrivals just for you,2729,2729,2729
2023-08-09 03:30:17,Your weekly newsletter,55648,32656,3089
2023-03-17 04:15:59,Don't miss out on these fantastic deals,5268,5268,3705
2023-08-27 05:28:40,Your weekly newsletter,1805,1805,1805
2022-08-23 11:55:46,Limited time offer: 65% off!,50581,41200,3648
2023-01-30 18:59:19,Don't miss out on these fantastic deals,32136,32136,2609
2023-04-06 18:25:56,Don't miss out on these fantastic deals,44378,34049,88
2023-06-17 02:17:01,Limited time offer: 65% off!,69585,14028,2596
2023-07-10 07:24:25,Don't miss out on these fantastic deals,80879,36218,4640
2023-03-04 12:45:17,Don't miss out on these fantastic deals,42765,29591,711
2022-06-12 22:54:02,New arrivals just for you,52128,29262,1340
2022-03-30 09:30:24,Your weekly newsletter,30588,6859,2222
2022-06-29 12:29:12,Your weekly newsletter,5428,5428,1899
2023-04-06 18:02:38,Limited time offer: 65% off!,54847,15305,3358
2022-05-14 10:05:29,Summer sale starts now!,73837,27311,1045
2022-10-23 10:33:25,Summer sale starts now!,80962,17267,791
2022-10-05 23:16:20,Your weekly newsletter,32577,4752,1738
2022-07-13 11:59:05,Summer sale starts now!,91117,8776,4133
2023-08-20 13:36:09,Don't miss out on these fantastic deals,33852,25429,206
2022-06-26 05:53:21,New arrivals just for you,53222,8550,2632
2023-07-03 09:33:42,Limited time offer: 65% off!,71739,30373,4662
2022-12-17 14:32:14,Limited time offer: 65% off!,38439,34652,3013
2023-04-27 09:59:13,Summer sale starts now!,44372,12103,206
2022-02-20 05:16:03,Don't miss out on these fantastic deals,20695,17883,4248
2022-09-06 18:13:59,Limited time offer: 65% off!,74002,44008,2178
2022-10-25 19:47:18,Summer sale starts now!,8634,8634,2926
2022-03-27 02:32:51,New arrivals just for you,93514,8158,4036
2022-07-07 03:06:19,Limited time offer: 65% off!,2939,2939,2939
2022-05-18 02:51:13,Limited time offer: 65% off!,9730,9730,209
2023-05-23 03:43:29,Don't miss out on these fantastic deals,73692,4049,2432
2022-07-27 15:07:11,Limited time offer: 65% off!,57253,43604,988
2023-02-12 05:48:35,Limited time offer: 65% off!,88731,37231,415
2022-12-01 22:51:05,Limited time offer: 65% off!,88920,27852,2003
2022-09-19 15:38:28,Limited time offer: 65% off!,85837,39763,4899
2023-06-09 11:30:11,Limited time offer: 65% off!,33275,10805,3741
2023-06-28 10:47:06,Limited time offer: 65% off!,26931,541,541
2023-12-08 13:55:48,Limited time offer: 65% off!,29584,29584,2673
2023-08-28 13:22:51,Limited time offer: 65% off!,17516,17516,436
2023-05-22 21:24:45,Limited time offer: 65% off!,37232,1958,1950
2022-04-09 01:42:39,Don't miss out on these fantastic deals,31829,1266,1266
2022-09-21 22:03:44,Limited time offer: 65% off!,35361,28434,3864
2022-10-25 11:37:52,New arrivals just for you,5636,5636,714
2022-07-02 18:44:15,Limited time offer: 65% off!,69151,12312,1722
2023-08-03 15:04:35,Your weekly newsletter,27061,6300,110
2023-01-03 03:37:55,Limited time offer: 65% off!,27234,27234,1330
2022-11-08 07:00:23,Limited time offer: 65% off!,88786,18973,3024
2022-10-04 19:17:59,Summer sale starts now!,57544,34958,3061
2022-08-18 21:55:56,Summer sale starts now!,91192,42422,4579
2023-08-31 12:01:24,Don't miss out on these fantastic deals,90246,45000,746
2023-05-04 15:23:22,Don't miss out on these fantastic deals,71003,8375,428
2023-08-28 16:28:54,Don't miss out on these fantastic deals,12606,12606,4026
2022-11-21 04:46:47,Summer sale starts now!,73207,4842,4821
2023-09-03 23:13:39,Limited time offer: 65% off!,92704,26163,2998
2023-12-07 06:25:54,Limited time offer: 65% off!,3851,3851,1869
2023-10-31 04:54:00,Your weekly newsletter,61036,41169,2110
2023-04-29 06:58:15,Limited time offer: 65% off!,50562,22110,68
2023-07-12 19:47:51,New arrivals just for you,22164,3986,966
2023-05-10 10:35:12,Don't miss out on these fantastic deals,75247,38325,2128
2022-03-21 08:15:10,Limited time offer: 65% off!,30937,18788,2158
2023-12-16 15:00:42,Limited time offer: 65% off!,60078,28221,3453
2023-05-08 16:12:04,New arrivals just for you,73348,10753,3733
2023-06-22 06:27:10,Limited time offer: 65% off!,47228,43867,2694
2023-07-10 04:11:16,Summer sale starts now!,47364,47364,1199
2023-12-02 10:30:47,Your weekly newsletter,63792,21223,2065
2022-03-04 16:13:13,Summer sale starts now!,84412,35360,3718
2023-09-06 03:04:52,Don't miss out on these fantastic deals,56303,27579,569
2023-06-17 08:38:47,Your weekly newsletter,43932,42316,2797
2022-08-06 18:34:21,Your weekly newsletter,52610,36460,438
2023-10-31 01:26:34,New arrivals just for you,82014,36658,309
2022-07-11 20:08:04,Summer sale starts now!,31609,8962,3993
2022-02-28 14:53:12,Summer sale starts now!,18481,18481,2402
2023-04-20 11:33:57,Limited time offer: 65% off!,23796,23796,1587
2022-08-09 02:06:52,Limited time offer: 65% off!,57813,13689,1527
2023-08-18 10:44:22,Your weekly newsletter,99540,30286,159
2022-11-07 02:48:15,New arrivals just for you,85150,24981,799
2023-08-12 18:15:00,Your weekly newsletter,23564,23564,1827
2023-12-11 18:00:44,Limited time offer: 65% off!,54390,36998,737
2023-05-26 10:22:30,Summer sale starts now!,22986,22986,1577
2022-03-05 04:58:20,Limited time offer: 65% off!,64490,9274,3741
2022-03-31 21:43:41,Your weekly newsletter,63423,29183,4635
2022-10-05 01:27:41,Summer sale starts now!,6590,6590,788
2023-04-30 12:10:56,Your weekly newsletter,63431,21179,3622
2023-12-16 04:42:06,Limited time offer: 65% off!,82862,17547,734
2022-10-17 20:12:25,Don't miss out on these fantastic deals,84043,22842,3612
2022-06-04 16:43:43,Your weekly newsletter,73355,31455,3784
2023-09-05 03:26:03,Limited time offer: 65% off!,5236,5236,2414
2023-05-16 21:07:01,Summer sale starts now!,45448,43474,1242
2022-01-30 08:52:59,Limited time offer: 65% off!,32781,7495,3915
2023-05-28 06:47:19,Summer sale starts now!,91183,15215,1021
2023-07-11 01:01:38,Your weekly newsletter,35692,33763,4141
2023-06-27 10:05:45,Don't miss out on these fantastic deals,42598,42598,3446
2023-01-20 18:42:14,Your weekly newsletter,5745,5745,4954
2022-03-06 21:13:15,Don't miss out on these fantastic deals,76536,18336,2206
2022-08-13 22:42:45,Limited time offer: 65% off!,88829,2277,126
2023-10-02 07:17:28,Limited time offer: 65% off!,69224,2961,2961
2022-07-11 08:26:49,Your weekly newsletter,80577,49198,206
2023-03-15 04:26:35,Your weekly newsletter,47511,26045,4492
2022-06-23 23:10:30,Limited time offer: 65% off!,43334,9621,1261
2022-08-10 14:32:29,Limited time offer: 65% off!,71474,27937,1815
2022-12-02 04:02:02,Your weekly newsletter,92507,42257,1049
2023-06-12 10:19:55,Your weekly newsletter,46078,14737,3953
2023-03-08 12:40:20,Summer sale starts now!,65572,1399,1399
2022-12-10 16:41:05,Your weekly newsletter,16999,7010,1642
2023-05-17 12:47:24,Don't miss out on these fantastic deals,48863,5013,4298
2022-08-11 05:22:08,Limited time offer: 65% off!,13515,13515,4483
2023-04-28 04:27:26,Don't miss out on these fantastic deals,2164,2164,1786
2023-07-23 11:34:05,Don't miss out on these fantastic deals,66402,43581,3083
2023-06-14 08:57:02,Don't miss out on these fantastic deals,38428,615,615
2022-09-26 15:06:03,Limited time offer: 65% off!,69754,46698,3114
2023-04-28 19:23:33,Summer sale starts now!,50912,9042,523
2023-12-19 21:44:50,Summer sale starts now!,61454,14483,1992
2022-05-20 08:16:04,Limited time offer: 65% off!,27666,19744,2369
2023-06-15 20:26:22,New arrivals just for you,46030,26147,1982
